id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
181858,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 11 Jan 1990 ""PERUVIAN GUERRILLAS KILL NINE, BOMB GOLD MINES.",,,,police spokesman,1,Tocota village,Arequipa department,Caravelí Province,-15.65944,-74.09056,POINT (-74.090560 -15.659440),106772,Peru,135,PER,Americas,1,1,1990-01-09,1990-01-09,3,0,0,6,9,9,9
181859,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 12 Jan 1990 ""PERUVIAN REBELS KILL SIX SOLDIERS IN AMBUSH",,,,Army statement,2,Tocache town,San Martín department,Tocache Province,-8.1877,-76.52046,POINT (-76.520460 -8.187700),117567,Peru,135,PER,Americas,1,1,1990-01-10,1990-01-10,6,2,0,0,8,8,8
185713,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,1,"""The New York Times,1990-01-15,Attacks in Peru Drive Out Foreigners""",The New York Times,1990-01-15,Attacks in Peru Drive Out Foreigners,police,2,Andahauylas town,Apurímac department,Andahuaylas Province,-13.65556,-73.38722,POINT (-73.387220 -13.655560),109654,Peru,135,PER,Americas,1,1,1990-01-12,1990-01-12,0,0,2,0,2,2,2
181862,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,Teheran Times 23 Jan 1990 (binder),,,,authorities,6,Peru,,,-10.0,-76.0,POINT (-76.000000 -10.000000),115409,Peru,135,PER,Americas,2,2,1990-01-19,1990-01-21,0,0,0,3,3,3,3
181866,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 21 Jan 1989 ""PERUVIAN FORCES KILL 14 GUERRILLAS IN ANDEAN CLASHES.",,,,Interior Ministry statement,2,Juliaca town,Puno department,San Roman Province,-15.5,-70.13333,POINT (-70.133330 -15.500000),107500,Peru,135,PER,Americas,1,1,1990-01-20,1990-01-20,0,7,0,0,7,7,7
181863,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,Times 23 Jan 1990 (Binder),,,,Officials,5,Southern Peru,,,-15.35,-71.52,POINT (-71.520000 -15.350000),107497,Peru,135,PER,Americas,1,1,1990-01-23,1990-01-23,0,1,0,0,1,1,1
185727,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1990-11-27,,,,Reuters,1,Ayacucho town,Ayacucho department,Huamanga Province,-13.15878,-74.22321,POINT (-74.223210 -13.158780),110372,Peru,135,PER,Americas,1,1,1990-01-25,1990-01-25,0,0,1,0,1,1,1
185724,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1990-11-27,,,,police,1,Compañia village,Ayacucho department,Huamanga Province,-13.06632,-74.25385,POINT (-74.253850 -13.066320),110372,Peru,135,PER,Americas,1,1,1990-01-26,1990-01-26,0,0,3,0,3,3,3
229382,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,1,"""The Globe and mail,1990-01-29,AROUND THE WORLD Shot official 9th killed by Shining Path rebels""",The Globe and mail,1990-01-29,AROUND THE WORLD Shot official 9th killed by Shining Path rebels,police,4,Ayacucho department,Ayacucho department,,-14.0,-74.25,POINT (-74.250000 -14.000000),109652,Peru,135,PER,Americas,1,1,1990-01-28,1990-01-28,0,0,1,0,1,1,1
229383,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""New York Times Abstracts,1990-02-02,PERU REBELS KILL 2 OFFICIALS""",New York Times Abstracts,1990-02-02,PERU REBELS KILL 2 OFFICIALS,police,1,San Juan de Iscos town,Junín department,Huancayo Province,-12.093639,-75.2928,POINT (-75.292800 -12.093639),111810,Peru,135,PER,Americas,1,1,1990-01-31,1990-01-31,1,0,0,0,1,1,1
181869,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 15 Feb 1990 ""PERUVIAN POLICE KILL 19 REBELS IN ANDEAN AMBUSH.",,,,,6,Peru,,,-10.0,-76.0,POINT (-76.000000 -10.000000),115409,Peru,135,PER,Americas,2,3,1990-02-09,1990-02-15,0,0,0,11,11,11,11
181864,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 15 Feb 1990 ""PERUVIAN POLICE KILL 19 REBELS IN ANDEAN AMBUSH.",,,,police spokesman,1,Llochegua village,Ayacucho department,Huanta Province,-12.409589,-73.906847,POINT (-73.906847 -12.409589),111813,Peru,135,PER,Americas,1,1,1990-02-11,1990-02-11,9,0,0,0,9,9,9
181867,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 13 Feb 1990 ""PERUVIAN REBELS LINKED TO PRIEST KILLING, POLICE KILL FIVE."" /R 15 Feb 1990 ""PERUVIAN POLICE KILL 19 REBELS IN ANDEAN AMBUSH.",,,,Interior Ministry statement,4,San Martín de Pangoa town,Junín department,Satipo Province,-11.42854,-74.48834,POINT (-74.488340 -11.428540),113252,Peru,135,PER,Americas,1,1,1990-02-12,1990-02-12,0,5,0,0,5,5,5
229386,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""NY Times,1990-02-15,Peasant Militia in Peru Kills 8 Leftist Rebels""",NY Times,1990-02-15,Peasant Militia in Peru Kills 8 Leftist Rebels,police,1,Huanta town,Ayacucho department,Huanta Province,-12.93333,-74.25,POINT (-74.250000 -12.933330),111092,Peru,135,PER,Americas,1,1,1990-02-12,1990-02-12,1,0,0,0,1,1,1
181868,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""BBC Monitoring Service: Latin America,1990-02-17,19 killed in police action in Junin department.""",BBC Monitoring Service: Latin America,1990-02-17,19 killed in police action in Junin department.,Interior Ministry statement,5,Andamarca district,Junín department,Concepción Province,-11.69635,-74.85719,POINT (-74.857190 -11.696350),112531,Peru,135,PER,Americas,1,1,1990-02-13,1990-02-13,0,19,0,0,19,19,19
181871,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 20 March 1990 ""PERUVIAN REBELS KILL THREE SAILORS, BURN BUSES IN LIMA.",,,,police spokesman,2,Llochegua district,Ayacucho department,Huanta Province,-12.40885,-74.08926,POINT (-74.089260 -12.408850),111812,Peru,135,PER,Americas,1,1,1990-03-19,1990-03-19,3,0,0,0,3,3,3
181872,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 22 March 1990 ""PERUVIAN REBELS KILL CONGRESSIONAL CANDIDATE BEFORE ELECTIONS.",,,,police spokesman,1,Huancayo town,Junín department,Huancayo Province,-12.06513,-75.20486,POINT (-75.204860 -12.065130),111810,Peru,135,PER,Americas,1,1,1990-03-20,1990-03-20,1,0,0,0,1,1,1
181873,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"Houston Chronicle News Services 22 March 1990 ""World briefs",,,,,5,Southern Peru,,,-15.35,-71.52,POINT (-71.520000 -15.350000),107497,Peru,135,PER,Americas,1,1,1990-03-22,1990-03-22,0,3,0,0,3,3,3
181877,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 1 April 1990 ""GUERRILLAS BOMB BANKS, 25 KILLED BEFORE PERU'S ELECTIONS.",,,,Army spokesman,2,Huanta town,Ayacucho department,Huanta Province,-12.93333,-74.25,POINT (-74.250000 -12.933330),111092,Peru,135,PER,Americas,1,1,1990-03-30,1990-03-30,0,11,0,0,11,11,11
185517,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1990-04-05,,,,police,1,Cajamarca town,Cajamarca department,Cajamarca Province,-7.16378,-78.50027,POINT (-78.500270 -7.163780),119003,Peru,135,PER,Americas,1,1,1990-04-03,1990-04-03,0,0,1,0,1,1,1
181881,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"The New York Times 20 April 1990 ""Peru Rebels Said to Kill 74 Peasants",,,,police spokesman,1,Alto Paureli village,Junín department,Satipo Province,-11.11955,-74.58503,POINT (-74.585030 -11.119550),113251,Peru,135,PER,Americas,1,1,1990-04-06,1990-04-06,13,0,0,11,24,24,24
181879,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 11 April 1990 ""TWENTY-ONE KILLED IN CLASHES BETWEEN GUERRILLAS AND TROOPS.",,,,police spokesman,5,Ayacucho-Huancavelica border,,,-13.24,-74.63,POINT (-74.630000 -13.240000),110371,Peru,135,PER,Americas,1,1,1990-04-08,1990-04-08,1,10,0,4,15,15,15
181883,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 15 April 1990 ""PERU'S FUJIMORI WOULD ALLOW FOREIGN ANTI-GUERRILLA ADVISERS.",,,,,1,Ayacucho town,Ayacucho department,Huamanga Province,-13.15878,-74.22321,POINT (-74.223210 -13.158780),110372,Peru,135,PER,Americas,1,1,1990-04-13,1990-04-13,2,0,0,2,4,4,4
181884,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 18 April 1990 ""POLICE DETAIN 400 AFTER PERUVIAN SHOOTING",,,,police spokesman,5,Andean highlands,,,-12.47,-75.6,POINT (-75.600000 -12.470000),111809,Peru,135,PER,Americas,1,1,1990-04-15,1990-04-15,3,0,0,0,3,3,3
229708,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""United Press International,1990-04-17,Fujimori's party welcomes Vargas Llosa's return""",United Press International,1990-04-17,Fujimori's party welcomes Vargas Llosa's return,police,1,Chiquián town,Ancash department,Bolognesi Province,-10.15038,-77.1563,POINT (-77.156300 -10.150380),114686,Peru,135,PER,Americas,1,1,1990-04-17,1990-04-17,1,0,0,0,1,1,1
181516,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"The Toronto Star 19 April 1990 ""Masked jungle gang massacres 50 villagers",,,,police spokesman,2,Campanilla town,San Martín department,El Dorado Province,-6.48333,-76.68333,POINT (-76.683330 -6.483330),120447,Peru,135,PER,Americas,1,1,1990-04-18,1990-04-18,7,0,0,0,7,7,7
229388,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,1,"""The Toronto Star,1990-03-05,95 GUERRILLAS CAUGHT IN PERU""",The Toronto Star,1990-03-05,95 GUERRILLAS CAUGHT IN PERU,police,1,Ayacucho town,Ayacucho department,Huamanga Province,-13.15878,-74.22321,POINT (-74.223210 -13.158780),110372,Peru,135,PER,Americas,1,1,1990-03-03,1990-03-03,0,0,0,0,0,0,1
181571,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 23 May 1990 ""PERUVIAN FORCES CAPTURE SHINING PATH STRATEGIST.",,,,Army sources,2,Aucará village,Ayacucho department,Lucanas Province,-14.25,-74.08333,POINT (-74.083330 -14.250000),108932,Peru,135,PER,Americas,1,1,1990-05-21,1990-05-21,1,7,0,0,8,8,8
229128,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""Reuters News,1990-05-30,PERUVIAN GUNMEN KILL VARGAS LLOSA ALLY, GUERRILLAS SUSPECTED.""",Reuters News,1990-05-30,"PERUVIAN GUNMEN KILL VARGAS LLOSA ALLY, GUERRILLAS SUSPECTED.",Lima radio station,1,Piura town,Piura department,Piura Province,-5.19449,-80.63282,POINT (-80.632820 -5.194490),121879,Peru,135,PER,Americas,1,1,1990-05-22,1990-05-22,1,0,0,0,1,1,1
185533,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,1,"""Reuters News,1990-05-30,PERUVIAN GUNMEN KILL VARGAS LLOSA ALLY, GUERRILLAS SUSPECTED.""",Reuters News,1990-05-30,"PERUVIAN GUNMEN KILL VARGAS LLOSA ALLY, GUERRILLAS SUSPECTED.",police,6,Peru,,,-10.0,-76.0,POINT (-76.000000 -10.000000),115409,Peru,135,PER,Americas,2,2,1990-05-27,1990-05-29,0,0,0,0,0,0,8
229127,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""Reuters News,1990-05-30,PERUVIAN GUNMEN KILL VARGAS LLOSA ALLY, GUERRILLAS SUSPECTED.""",Reuters News,1990-05-30,"PERUVIAN GUNMEN KILL VARGAS LLOSA ALLY, GUERRILLAS SUSPECTED.",police,1,Cerro de Pasco town,Pasco department,Pasco Province,-10.66748,-76.25668,POINT (-76.256680 -10.667480),113968,Peru,135,PER,Americas,1,1,1990-05-29,1990-05-29,1,0,0,0,1,1,1
185646,1990,0,1990,1990,3,649,Government of Peru - Civilians,1116,Government of Peru - Civilians,21,135.0,Government of Peru,1,,Civilians,-1,Reuters 1990-06-18,,,,families of victims,2,Huancayo town,Junín department,Huancayo Province,-12.06513,-75.20486,POINT (-75.204860 -12.065130),111810,Peru,135,PER,Americas,1,1,1990-06-08,1990-06-08,0,0,0,0,0,0,2
181890,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""Reuters News,1990-06-14,BOMB KILLS THREE IN PERU, REBELS KILL 20 IN ANDEAN MASSACRE.""",Reuters News,1990-06-14,"BOMB KILLS THREE IN PERU, REBELS KILL 20 IN ANDEAN MASSACRE.",police spokesman,3,Huanta Province,Ayacucho department,Huanta Province,-12.5,-74.166667,POINT (-74.166667 -12.500000),111812,Peru,135,PER,Americas,1,2,1990-06-10,1990-06-11,0,0,0,20,20,20,20
185544,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1990-06-12,,,,police,1,Cusco town,Cusco department,Cusco Province,-13.52264,-71.96734,POINT (-71.967340 -13.522640),109657,Peru,135,PER,Americas,1,1,1990-06-11,1990-06-11,0,0,0,0,0,0,1
181891,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 18 June 1990 ""BODY OF SLAIN PERUVIAN ACADEMIC FOUND, REBELS KILL 14",,,,police spokesman,3,Huancayo Province,Junín department,Huancayo Province,-12.25,-75.41667,POINT (-75.416670 -12.250000),111810,Peru,135,PER,Americas,1,1,1990-06-15,1990-06-15,14,0,0,0,14,14,14
181888,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 21 June 1990 ""PERUVIAN GUNMEN KILL PROVINCIAL LEADER OF FUJIMORI'S PARTY.",,,,police spokesman,1,Ayacucho town,Ayacucho department,Huamanga Province,-13.15878,-74.22321,POINT (-74.223210 -13.158780),110372,Peru,135,PER,Americas,1,1,1990-06-19,1990-06-19,1,0,0,0,1,1,1
181870,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,Radio Nacional (Lima) 17th March 1990,,,,APRA presidential candidate,6,Peru,,,-10.0,-76.0,POINT (-76.000000 -10.000000),115409,Peru,135,PER,Americas,1,1,1990-03-17,1990-03-17,1,0,0,0,1,1,1
181889,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 25 June 1990 ""PERUVIAN LANDMINE KILLS NINE, GUERRILLAS SUSPECTED.",,,,Gov officials,2,Huancavelica town,Huancavelica department,Huancavelica Province,-12.78261,-74.97266,POINT (-74.972660 -12.782610),111091,Peru,135,PER,Americas,1,1,1990-06-24,1990-06-24,6,0,3,0,9,9,9
185742,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1990-03-21,,,,American Popular Revolutionary Alliance (APRA) presidential candidate,6,Peru,,,-10.0,-76.0,POINT (-76.000000 -10.000000),115409,Peru,135,PER,Americas,1,1,1990-03-17,1990-03-17,0,0,0,0,0,0,1
181892,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 25 June 1990 ""PERUVIAN LANDMINE KILLS NINE, GUERRILLAS SUSPECTED.",,,,police spokesman,1,Huancayo town,Junín department,Huancayo Province,-12.06513,-75.20486,POINT (-75.204860 -12.065130),111810,Peru,135,PER,Americas,1,1,1990-06-24,1990-06-24,1,0,0,1,2,2,2
181893,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 29 June 1990 ""MAOIST GUERRILLAS REPORTED TO KILL 45 PEOPLE IN PERU.",,,,Lima news papers quoting military sources,5,Choras district,Huánuco department,Dos de Mayo Province,-9.91182,-76.57182,POINT (-76.571820 -9.911820),115407,Peru,135,PER,Americas,1,2,1990-06-26,1990-06-27,4,0,0,30,34,34,34
181894,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 29 June 1990 ""MAOIST GUERRILLAS REPORTED TO KILL 45 PEOPLE IN PERU.",,,,Lima news papers quoting military sources,1,Chavinillo town,Huánuco department,Huánuco Province,-9.8585,-76.60855,POINT (-76.608550 -9.858500),115407,Peru,135,PER,Americas,1,1,1990-06-27,1990-06-27,0,0,0,6,6,6,6
181895,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 29 June 1990 ""MAOIST GUERRILLAS REPORTED TO KILL 45 PEOPLE IN PERU.",,,,Lima news papers quoting military sources,1,Llicllactambo village,Huánuco department,Dos de Mayo Province,-9.88541,-76.57701,POINT (-76.577010 -9.885410),115407,Peru,135,PER,Americas,1,1,1990-06-27,1990-06-27,0,0,0,5,5,5,5
181292,1990,1,1990,1990,1,292,Peru:Government,632,Government of Peru - MRTA,21,135.0,Government of Peru,751,,MRTA,-1,SvD 14 July 1990 (binder),,,,police spokesman,1,Pucallpa town,Loreto department,Ucayali Province,-8.37915,-74.55387,POINT (-74.553870 -8.379150),117571,Peru,135,PER,Americas,1,1,1990-07-11,1990-07-11,20,0,0,0,20,20,20
181897,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,AFP 17th July 1990,,,,,4,Ancash department,Ancash department,,-9.5,-77.75,POINT (-77.750000 -9.500000),116125,Peru,135,PER,Americas,1,1,1990-07-17,1990-07-17,36,2,0,34,72,72,72
181899,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""Reuters News,1990-07-18,15 BODIES FOUND IN PERUVIAN MINE SHAFT, GUERRILLAS SUSPECTED.""",Reuters News,1990-07-18,"15 BODIES FOUND IN PERUVIAN MINE SHAFT, GUERRILLAS SUSPECTED.",Local government official,2,Cajamarquilla village,Ancash department,Ocros Province,-10.35187,-77.19594,POINT (-77.195940 -10.351870),114686,Peru,135,PER,Americas,1,1,1990-07-18,1990-07-18,8,0,0,7,15,15,15
185581,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1990-07-20,,,,police,1,Lima city,Lima department,Lima Province,-12.043333,-77.028333,POINT (-77.028333 -12.043333),111806,Peru,135,PER,Americas,1,1,1990-07-19,1990-07-19,0,0,1,0,1,1,1
185576,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1990-07-20,,,,police,1,Lima city,Lima department,Lima Province,-12.043333,-77.028333,POINT (-77.028333 -12.043333),111806,Peru,135,PER,Americas,1,1,1990-07-20,1990-07-20,0,0,4,0,4,4,4
181898,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 25 July 1990 ""PERUVIAN TROOPS KILL 13 REBELS, BOMBS ROCK NORTHERN CITY.",,,,Army spokesman,5,Alto Huallaga Valley,,,-8.9,-76.0,POINT (-76.000000 -8.900000),116849,Peru,135,PER,Americas,1,1,1990-07-22,1990-07-22,2,13,0,0,15,15,15
181900,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 23 July 1990 ""13 KILLED IN PERUVIAN CLASH BETWEEN GUERRILLAS AND INDIANS",,,,Local government official,3,Satipo Province,Junín department,Satipo Province,-11.5,-74.25,POINT (-74.250000 -11.500000),113252,Peru,135,PER,Americas,1,2,1990-07-22,1990-07-23,40,0,0,0,40,40,40
185741,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1990-03-20,,,,Reuters,2,Acomayo town,Cusco department,Acomayo Province,-13.91667,-71.68111,POINT (-71.681110 -13.916670),109657,Peru,135,PER,Americas,1,1,1990-03-18,1990-03-18,0,0,1,0,1,1,3
181928,1990,1,1990,1990,1,292,Peru:Government,632,Government of Peru - MRTA,21,135.0,Government of Peru,751,,MRTA,-1,"R 27 July 1990 ""CASTRO, FACING TROUBLES AT HOME, TO FIND FRIENDS IN PERU.",,,,police spokesman,1,Yurimaguas town,Loreto department,Alto Amazonas Province,-5.90181,-76.12234,POINT (-76.122340 -5.901810),121168,Peru,135,PER,Americas,1,1,1990-07-25,1990-07-25,0,0,0,2,2,2,2
181902,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 1 Aug 1990 ""PERU'S NEW LEADER FUJIMORI GRAPPLES WITH INFLATION, VIOLENCE."" /R 2 Aug 1990 ""PERUVIAN TROOPS KILL 11 GUERRILLAS IN COCAINE REGION.",,,,police spokesman,5,Northern Peru,,,-5.66,-78.63,POINT (-78.630000 -5.660000),121163,Peru,135,PER,Americas,2,2,1990-07-29,1990-08-01,0,0,0,46,46,46,46
181901,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 2 Aug 1990 ""PERUVIAN TROOPS KILL 11 GUERRILLAS IN COCAINE REGION.",,,,Army spokesman,2,Tocache town,San Martín department,Tocache Province,-8.1877,-76.52046,POINT (-76.520460 -8.187700),117567,Peru,135,PER,Americas,1,1,1990-07-31,1990-07-31,1,11,0,0,12,12,12
181904,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 14 Aug 1990 ""CAR BOMB SLAMS INTO PERUVIAN PALACE; SIX KILLED IN ATTACKS.",,,,police spokesman,1,Huasta village,Ancash department,Bolognesi Province,-10.124164,-77.146396,POINT (-77.146396 -10.124164),114686,Peru,135,PER,Americas,1,1,1990-08-13,1990-08-13,1,0,0,2,3,3,3
181905,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 14 Aug 1990 ""PERUVIAN CAR BOMB KILLS ONE, INJURES 19 IN TOURIST CITY LIMA.",,,,Witnesses /Police spokesman,1,Cusco town,Cusco department,Cusco Province,-13.52264,-71.96734,POINT (-71.967340 -13.522640),109657,Peru,135,PER,Americas,1,1,1990-08-13,1990-08-13,0,0,0,1,1,1,1
229727,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""The Independent - London,1990-08-29,ARMY ACCUSED OF MASSACRING PEASANTS.""",The Independent - London,1990-08-29,ARMY ACCUSED OF MASSACRING PEASANTS.,,4,Ayacucho department,Ayacucho department,,-14.0,-74.25,POINT (-74.250000 -14.000000),109652,Peru,135,PER,Americas,1,1,1990-08-29,1990-08-29,1,0,0,0,1,1,1
229728,1990,0,1990,1990,3,649,Government of Peru - Civilians,1116,Government of Peru - Civilians,21,135.0,Government of Peru,1,,Civilians,1,"""The Toronto Star,1990-09-21,Peru mired in bloody kiiling field""",The Toronto Star,1990-09-21,Peru mired in bloody kiiling field,witnesses,1,Ayacucho town,Ayacucho department,Huamanga Province,-13.15878,-74.22321,POINT (-74.223210 -13.158780),110372,Peru,135,PER,Americas,1,1,1990-09-08,1990-09-08,0,0,0,0,0,0,2
181906,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 19 Sep 1990 ""70 GUERRILLAS REPORTED KILLED IN PERUVIAN PRISON ATTACK.",,,,Officials / police spokesman,1,Atalaya town,Ucayali department,Atalaya Province,-10.72599,-73.75227,POINT (-73.752270 -10.725990),113973,Peru,135,PER,Americas,1,1,1990-09-15,1990-09-15,1,0,0,70,71,71,71
