Cod,title,year,Decade,lifetime_gross,ratingInteger,ratingCount,duration,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
L003573,ULTRAVIOLET,2006,2000s,18535812,4,62688,5280,0,0,38,93,822,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L003588,COCAINE COWBOYS,2006,2000s,150056,8,8226,7080,0,0,3,107,15,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003598,MONSTER HOUSE,2006,2000s,73661010,7,53667,5460,5,16,26,408,219,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003601,RENAISSANCE,2006,2000s,70644,7,13071,6300,2,1,11,20,89,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L003605,IDIOCRACY,2006,2000s,444093,7,85078,5040,0,0,8,278,396,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L003610,CLICK,2006,2000s,137355633,7,190391,6420,3,11,138,32,666,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003615,THE SHAGGY DOG,2006,2000s,61123569,4,12608,5880,0,0,42,59,78,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003620,EIGHT BELOW,2006,2000s,81612565,7,39743,7200,2,1,69,112,256,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003628,LAST HOLIDAY,2006,2000s,38399961,6,17438,6720,0,0,24,64,114,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003632,FINAL DESTINATION 3,2006,2000s,54098051,6,81777,5580,0,0,48,293,559,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L003639,A PRAIRIE HOME COMPANION,2006,2000s,20342852,7,18060,6300,4,11,35,155,277,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L003640,THE TEXAS CHAINSAW MASSACRE: THE BEGINNING,2006,2000s,39517763,6,46963,5460,0,0,24,252,359,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L003641,OPAL DREAM,2006,2000s,14443,7,752,5100,1,2,0,0,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003643,GRIDIRON GANG,2006,2000s,38432823,7,26017,7500,0,0,37,105,116,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L003647,TRAILER PARK BOYS: THE MOVIE,2006,2000s,3860678,7,8293,5700,0,0,7,11,50,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003650,CONFETTI,2006,2000s,228498,6,4106,6000,0,0,12,21,49,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
L003652,FAILURE TO LAUNCH,2006,2000s,88715192,6,47621,5820,0,0,89,174,237,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L003654,HOLLYWOODLAND,2006,2000s,14426251,7,26518,7560,3,6,73,296,289,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003656,STICK IT,2006,2000s,26910736,6,18878,6180,0,0,39,68,120,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L003659,KRRISH,2006,2000s,1430721,6,8202,11100,8,12,2,286,111,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L003661,THE GRUDGE 2,2006,2000s,39143839,5,31378,6120,0,0,9,168,279,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L003663,MATERIAL GIRLS,2006,2000s,11449638,4,16498,5820,1,2,34,27,92,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L003664,THE LAST KISS,2006,2000s,11614790,7,35281,6900,0,0,78,90,157,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L003665,FLICKA,2006,2000s,21000147,6,5194,5700,0,0,14,38,75,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003669,CATCH A FIRE,2006,2000s,4299773,7,8998,6060,2,3,56,64,57,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003672,RUNNING WITH SCISSORS,2006,2000s,7022827,6,18567,6960,4,5,27,155,183,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003674,STAY ALIVE,2006,2000s,23086480,5,22817,5100,0,0,13,133,280,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L003675,ANOTHER GAY MOVIE,2006,2000s,654132,5,6890,5520,2,1,12,33,69,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003676,BORAT: CULTURAL LEARNINGS OF AMERICA FOR MAKE BENEFIT GLORIOUS NATIO,2006,2000s,128505958,7,247912,5040,18,15,66,228,1188,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003677,DREAMGIRLS,2006,2000s,103365956,7,45502,7800,59,53,196,1697,494,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
L003682,TAKE THE LEAD,2006,2000s,34742066,7,18826,7080,1,6,43,75,127,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L003683,ERAGON,2006,2000s,75030163,5,91153,6240,1,3,38,253,1670,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003684,RV,2006,2000s,71726025,6,37279,5940,1,2,30,96,239,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003686,KABHI ALVIDA NAA KEHNA,2006,2000s,3275444,6,9846,11580,4,22,3,112,262,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003688,THE WICKER MAN,2006,2000s,23649127,4,45668,6120,1,5,34,395,712,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
L003692,THE BREAK-UP,2006,2000s,118703275,6,84155,6360,2,5,85,467,476,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L003695,PULSE,2006,2000s,20264436,5,22535,5400,0,0,38,204,256,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
L003696,LET'S GO TO PRISON,2006,2000s,4630045,6,17541,5040,0,0,22,18,56,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003698,JOHN TUCKER MUST DIE,2006,2000s,41011711,6,52364,5340,2,2,46,130,164,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L003701,NACHO LIBRE,2006,2000s,80197993,6,56453,5520,1,10,62,292,429,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L003704,INLAND EMPIRE,2006,2000s,861355,7,35245,10800,4,6,21,243,345,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L003707,THE HISTORY BOYS,2006,2000s,2706659,7,15619,6540,2,11,14,235,161,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003712,KHOSLA KA GHOSLA!,2006,2000s,26472,8,7010,8100,0,0,0,0,34,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003716,THE ROAD TO GUANTANAMO,2006,2000s,326876,8,9724,5700,4,6,14,66,99,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L003721,UNITED 93,2006,2000s,31483450,8,73621,6660,30,23,19,602,815,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003725,THE U.S. VS. JOHN LENNON,2006,2000s,1109146,7,4354,5940,0,0,8,9,54,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L003730,PYAAR KE SIDE EFFECTS,2006,2000s,30230,7,2100,7920,0,0,0,0,16,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L003736,JESUS CAMP,2006,2000s,902544,8,17063,5040,3,4,9,177,228,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003737,BEERFEST,2006,2000s,19185184,6,47641,6600,0,0,49,166,173,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003738,WHO KILLED THE ELECTRIC CAR?,2006,2000s,1678874,8,10458,5520,0,0,66,0,153,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003740,SAW III,2006,2000s,80238724,6,113423,6480,0,0,27,287,600,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L003745,JACKASS NUMBER TWO,2006,2000s,72778712,7,48137,5520,0,0,30,93,190,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003746,AN INCONVENIENT TRUTH,2006,2000s,24146161,8,56014,6000,27,6,62,756,499,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000115,THE BOURNE ULTIMATUM,2007,2000s,227471070,8,350787,6900,17,27,82,1639,790,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000117,THERE WILL BE BLOOD,2007,2000s,40222514,8,272992,9480,74,58,65,2075,1053,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000118,NO COUNTRY FOR OLD MEN,2007,2000s,74283625,8,434032,7320,110,51,61,3101,1416,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000120,INTO THE WILD,2007,2000s,18354356,8,292747,8880,18,43,67,880,683,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000124,TAARE ZAMEEN PAR,2007,2000s,1223869,9,48238,9900,13,15,2,325,261,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000173,GONE BABY GONE,2007,2000s,20300218,8,148683,6840,23,12,55,1266,427,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000175,MICHAEL CLAYTON,2007,2000s,49033882,7,113526,7140,19,60,53,798,352,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000198,DEATH AT A FUNERAL,2007,2000s,8580428,7,74812,5400,2,0,16,455,190,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000249,AMERICAN GANGSTER,2007,2000s,130164645,8,264349,9420,9,30,103,1108,440,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000265,3:10 TO YUMA,2007,2000s,53606916,8,191143,7320,6,19,64,30,545,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000278,EASTERN PROMISES,2007,2000s,17266000,8,159004,6000,27,43,39,22,375,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000322,LUCKY YOU,2007,2000s,5758950,6,16096,7440,0,0,28,115,61,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
L000346,KICKIN' IT OLD SKOOL,2007,2000s,4502604,5,5728,6480,0,0,26,11,34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000350,THE MIST,2007,2000s,25594957,7,170012,7560,2,5,16,836,1005,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
L000352,SUNSHINE,2007,2000s,3675753,7,146791,6420,1,10,37,683,742,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L000357,SUPERBAD,2007,2000s,121463226,8,327058,6780,7,14,79,2809,540,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000409,I AM LEGEND,2007,2000s,256393010,7,375606,6060,9,18,37,2958,1377,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L000435,CONTROL,2007,2000s,872252,8,42024,7320,27,24,12,9,138,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L000490,STARDUST,2007,2000s,38634938,8,173051,7620,4,3,142,984,462,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000500,LIVE FREE OR DIE HARD,2007,2000s,134529403,7,277675,7680,3,14,44,1259,760,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000508,PERSEPOLIS,2007,2000s,4445756,8,55504,5760,20,28,26,246,150,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000533,OCEAN'S THIRTEEN,2007,2000s,117154724,7,192150,7320,1,5,155,259,277,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000558,THE GREAT DEBATERS,2007,2000s,30236407,8,38572,7560,8,8,71,159,111,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000564,THE KITE RUNNER,2007,2000s,15800078,8,58914,7680,4,14,69,241,219,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000595,FREEDOM WRITERS,2007,2000s,36605602,8,41401,7380,2,1,75,78,223,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000603,FRACTURE,2007,2000s,39015018,7,111085,6780,1,2,50,108,273,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000608,SHREK THE THIRD,2007,2000s,322719944,6,153565,5580,4,13,111,528,316,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000618,BEFORE THE DEVIL KNOWS YOU'RE DEAD,2007,2000s,7084227,7,71092,7020,15,13,36,157,274,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000642,PIRATES OF THE CARIBBEAN: AT WORLD'S END,2007,2000s,309420425,7,343955,10140,18,28,130,380,1222,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000652,MR. BROOKS,2007,2000s,28549298,7,103781,7200,0,0,70,262,323,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000693,THE NINES,2007,2000s,63165,7,26015,6000,0,0,28,92,124,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000715,BEOWULF,2007,2000s,82280579,6,122260,6900,1,12,86,603,502,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000747,RESURRECTING THE CHAMP,2007,2000s,3172573,7,16094,6720,0,0,54,48,53,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L000752,TRANSFORMERS,2007,2000s,319246193,7,396432,8640,12,30,118,10522,1748,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L000758,NATIONAL TREASURE: BOOK OF SECRETS,2007,2000s,219964115,7,145690,7440,0,0,72,314,283,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000760,ATONEMENT,2007,2000s,50927067,8,152071,7380,29,79,53,2164,555,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
L000770,PREMONITION,2007,2000s,47852604,6,52277,5760,0,0,62,55,324,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000787,MEET THE ROBINSONS,2007,2000s,97822171,7,48842,5700,1,8,77,149,137,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000791,JUNO,2007,2000s,143495265,8,323252,5760,63,44,49,3202,854,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000799,MARTIAN CHILD,2007,2000s,7500310,7,15360,6360,0,0,18,30,69,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000816,HARRY POTTER AND THE ORDER OF THE PHOENIX,2007,2000s,292004738,7,260789,8280,13,32,168,1485,1097,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000829,SHOOTER,2007,2000s,47003582,7,193697,7440,0,0,64,244,321,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000866,HAIRSPRAY,2007,2000s,118871849,7,77236,7020,13,19,168,1609,386,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
L001467,AWAKE,2007,2000s,14377198,7,54266,5040,1,3,25,131,186,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L001522,GHOST RIDER,2007,2000s,115802596,5,140190,6840,0,0,50,2937,666,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L001568,RUSH HOUR 3,2007,2000s,140125968,6,93098,5460,0,0,68,267,220,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001653,HANNIBAL RISING,2007,2000s,27670986,6,69080,7260,0,0,16,203,377,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L001655,I'M NOT THERE.,2007,2000s,4017609,7,41877,8100,23,14,61,427,229,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L001689,THE GOLDEN COMPASS,2007,2000s,70107728,6,123591,6780,3,26,116,766,652,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001697,30 DAYS OF NIGHT,2007,2000s,39568996,7,114808,6780,0,0,67,23,510,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L001698,BEE MOVIE,2007,2000s,126631277,6,81763,5460,0,12,92,183,200,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001703,BLOOD AND CHOCOLATE,2007,2000s,3526847,5,13578,5880,0,0,32,57,183,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L001707,BRIDGE TO TERABITHIA,2007,2000s,82272442,7,85387,5760,6,2,36,197,498,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001712,BREACH,2007,2000s,33231264,7,47536,6600,0,0,33,268,199,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001731,EVAN ALMIGHTY,2007,2000s,100462298,5,95429,5760,2,10,55,269,241,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001732,SPIDER-MAN 3,2007,2000s,336530303,6,264158,8340,1,26,172,2300,1872,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001734,ELIZABETH: THE GOLDEN AGE,2007,2000s,16383509,7,45482,6840,5,16,70,315,211,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001746,HOT FUZZ,2007,2000s,23637265,8,266190,7260,2,4,47,2682,643,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001747,THE INVASION,2007,2000s,15074191,6,57199,5940,0,0,38,202,258,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L001751,P.S. I LOVE YOU,2007,2000s,53695808,7,123082,7560,2,4,34,384,239,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L001752,RESIDENT EVIL: EXTINCTION,2007,2000s,50648679,6,122157,5640,1,1,60,501,334,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
L001760,THE CONDEMNED,2007,2000s,7371706,6,39321,6840,0,0,35,70,138,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L001763,ZODIAC,2007,2000s,33080084,8,206885,9420,0,0,91,1356,546,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L001771,1408,2007,2000s,71985628,7,169276,6240,3,4,48,25,551,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
L001773,GOOD LUCK CHUCK,2007,2000s,35017297,6,64282,5760,0,0,51,167,148,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L001775,VACANCY,2007,2000s,19363565,6,67395,5100,0,0,19,205,292,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L001776,MR. BEAN'S HOLIDAY,2007,2000s,33302167,6,67848,5400,0,0,23,52,230,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001779,AQUA TEEN HUNGER FORCE COLON MOVIE FILM FOR THEATERS,2007,2000s,5520368,7,11384,5160,0,0,24,8,71,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001786,MR. MAGORIUM'S WONDER EMPORIUM,2007,2000s,32061555,6,28993,5580,0,0,14,62,125,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001792,ENCHANTED,2007,2000s,127807262,7,111544,6420,8,26,83,745,377,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001794,THE SIMPSONS MOVIE,2007,2000s,183135014,7,206379,5220,5,20,70,300,737,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001795,28 WEEKS LATER,2007,2000s,28638916,7,167005,6000,2,7,22,7,682,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
L001810,IN THE VALLEY OF ELAH,2007,2000s,6777741,7,52980,7260,4,7,31,220,214,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L001811,KNOCKED UP,2007,2000s,148768917,7,240589,7740,4,14,50,2920,545,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L001814,DAN IN REAL LIFE,2007,2000s,47642963,7,76007,5880,0,0,54,290,262,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L001817,NO RESERVATIONS,2007,2000s,43107979,6,49254,6240,0,0,73,252,122,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L001818,YOUTH WITHOUT YOUTH,2007,2000s,244397,6,10090,7440,0,0,49,124,81,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L001821,THE GOOD NIGHT,2007,2000s,22441,6,6853,5580,0,0,44,39,40,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001822,SALAAM-E-ISHQ,2007,2000s,1852050,5,3475,12960,0,0,19,74,49,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L001824,FRED CLAUS,2007,2000s,72006777,6,25419,6960,0,0,67,258,114,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001825,DISTURBIA,2007,2000s,80209692,7,159906,6300,4,4,60,1009,473,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L001826,WILD HOGS,2007,2000s,168273550,6,85310,6000,0,0,83,333,254,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001829,THE NANNY DIARIES,2007,2000s,25930652,6,38813,6360,0,0,15,119,78,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L001834,WE OWN THE NIGHT,2007,2000s,28563179,7,63880,7020,0,0,63,352,191,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L001836,RENO 911!: MIAMI,2007,2000s,20342161,6,21865,5040,0,0,49,0,71,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001837,WAR,2007,2000s,22486409,6,59655,6180,0,0,22,2,161,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L001838,MUSIC AND LYRICS,2007,2000s,50572589,7,64380,5760,0,0,111,241,282,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
L001844,THE LAST MIMZY,2007,2000s,21471047,6,16512,5400,0,0,55,25,127,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
